model,seed,backend,n_bindings,query_delay,distractor_rate,value_collision,recall_accuracy,recall_loss
mg_query_gated,1,slow,4,16,0.0,False,0.0,36.72881317138672
mg_query_gated,1,slow,4,16,0.0,True,0.0,40.116912841796875
mg_query_gated,1,slow,4,16,0.3,False,0.0,42.67269515991211
mg_query_gated,1,slow,4,16,0.3,True,0.0,27.12242889404297
mg_query_gated,1,slow,4,16,0.6,False,0.0,51.60380935668945
mg_query_gated,1,slow,4,16,0.6,True,0.0,49.167625427246094
mg_query_gated,1,slow,4,32,0.0,False,0.0,43.29076385498047
mg_query_gated,1,slow,4,32,0.0,True,0.0,39.783599853515625
mg_query_gated,1,slow,4,32,0.3,False,0.0,51.83522033691406
mg_query_gated,1,slow,4,32,0.3,True,0.0,37.47651290893555
mg_query_gated,1,slow,4,32,0.6,False,0.0,43.762123107910156
mg_query_gated,1,slow,4,32,0.6,True,0.0,56.14515686035156
mg_query_gated,1,slow,4,64,0.0,False,0.0,40.534297943115234
mg_query_gated,1,slow,4,64,0.0,True,0.0,54.55779266357422
mg_query_gated,1,slow,4,64,0.3,False,0.0,50.124717712402344
mg_query_gated,1,slow,4,64,0.3,True,0.0,57.35442352294922
mg_query_gated,1,slow,4,64,0.6,False,0.0,44.65950012207031
mg_query_gated,1,slow,4,64,0.6,True,0.0,54.58031463623047
mg_query_gated,1,slow,8,8,0.0,False,0.0,30.891372680664062
mg_query_gated,1,slow,8,8,0.0,True,0.0,30.93610191345215
mg_query_gated,1,slow,8,8,0.3,False,0.0,50.38119888305664
mg_query_gated,1,slow,8,8,0.3,True,0.0,33.13939666748047
mg_query_gated,1,slow,8,8,0.6,False,0.0,46.03595733642578
mg_query_gated,1,slow,8,8,0.6,True,0.0,32.974327087402344
mg_query_gated,1,slow,8,16,0.0,False,0.0,46.68183135986328
mg_query_gated,1,slow,8,16,0.0,True,0.0,37.983558654785156
mg_query_gated,1,slow,8,16,0.3,False,0.0,45.91473388671875
mg_query_gated,1,slow,8,16,0.3,True,0.0,39.52543258666992
mg_query_gated,1,slow,8,16,0.6,False,0.0,53.9781379699707
